0,0,0,0,2,12,32,44,32
0,0,0,0,4,18,44,60,44
0,0,0,0,2,12,32,44,32
0,0,0,0,2,6,12,18,12
0,2,4,6,4,2,4,4,2
2,8,22,30,22,8,2,0,0
4,22,54,74,54,22,4,0,0
6,30,74,100,74,30,6,0,0
4,22,54,74,54,22,4,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,6,12,18,12,6
0,0,0,2,12,32,44,32,12
0,0,0,4,18,44,60,44,18
0,0,0,2,12,32,44,32,12
0,0,0,2,6,12,18,12,6
2,4,6,4,2,4,4,2,2
8,22,30,22,8,2,0,0,0
22,54,74,54,22,4,0,0,0
30,74,100,74,30,6,0,0,0
