0,0,0,1,5,13,18,13,5
0,0,0,3,13,32,44,32,13
0,0,0,4,18,44,60,44,18
0,0,0,3,13,32,44,32,13
0,1,1,2,5,13,18,13,5
2,5,6,5,3,3,4,3,1
9,22,29,22,9,2,1,0,0
22,54,74,54,22,5,1,0,0
29,74,100,74,29,6,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,3,13,32,44,32
0,0,0,0,4,18,44,60,44
0,0,0,0,3,13,32,44,32
0,0,1,1,2,5,13,18,13
0,2,5,6,5,3,3,4,3
2,9,22,29,22,9,2,1,0
5,22,54,74,54,22,5,1,0
6,29,74,100,74,29,6,1,0
5,22,54,74,54,22,5,1,0
